BROAD_ID	CPD_NAME	CPD_NAME_TYPE	CPD_SAMPLE_ID	DOS_LIBRARY	SOURCE_NAME	CHEMIST_NAME	VENDOR_CATALOG_ID	CPD_SMILES	USERCOMMENT	pert_id	pert_iname
BRD-K37289225-001-07-5	clozapine	INN	SA82216	NA	Biomol International Inc.	NA	D107	CN1CCN(CC1)C1=Nc2cc(Cl)ccc2Nc2ccccc12	NA	BRD-K37289225	clozapine
BRD-K22193694-001-04-5	dioxybenzone	INN	SA58279	NA	MicroSource Discovery Systems Inc.	NA	1500255	COc1ccc(C(=O)c2ccccc2O)c(O)c1	NA	BRD-K22193694	dioxybenzone
BRD-K26548821-001-01-8	quinpirole	INN	SA82602	NA	Biomol International Inc.	NA	D-109	CCCN1CCC[C@@H]2Cc3n[nH]cc3C[C@@H]12	NA	BRD-K26548821	quinpirol-(-)
BRD-K32247306-001-04-7	primidone	INN	SA58433	NA	MicroSource Discovery Systems Inc.	NA	1500501	CCC1(C(=O)NCNC1=O)c1ccccc1	NA	BRD-K32247306	primidone
BRD-K74141488-003-03-9	naftifine	INN	SA83756	NA	Prestwick Chemical Inc.	NA	Prestw-1063	CN(C\C=C\c1ccccc1)Cc1cccc2ccccc12	NA	BRD-K74141488	naftifine
BRD-K39987650-001-04-3	bisacodyl	INN	SA58198	NA	MicroSource Discovery Systems Inc.	NA	1500147	CC(=O)Oc1ccc(cc1)C(c1ccc(OC(C)=O)cc1)c1ccccn1	NA	BRD-K39987650	bisacodyl
BRD-K33396764-001-02-0	alpha-linolenic acid	primary-common	SA82009	NA	Biomol International Inc.	NA	FA005	CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O	NA	BRD-K33396764	alpha-linolenic-acid
BRD-K18316707-001-01-9	O-1918	to-be-curated	SA792794	NA	Tocris Bioscience	NA	2288	COc1cc(C)cc(OC)c1[C@@H]1C=C(C)CC[C@H]1C(C)=C	NA	BRD-K18316707	O-1918
BRD-K33459542-001-02-5	ditolylguanidine	primary-common	SA792175	NA	Tocris Bioscience	NA	841	Cc1ccccc1NC(=N)Nc1ccccc1C	NA	BRD-K33459542	ditolylguanidine
BRD-K19605405-001-01-9	ZM-241,385	primary-common	SA792292	NA	Tocris Bioscience	NA	1036	Nc1nc(NCCc2ccc(O)cc2)nc2nc(nn12)-c1ccco1	NA	BRD-K19605405	ZM-241385
BRD-K28183345-003-05-6	proguanil	INN	SA83781	NA	Prestwick Chemical Inc.	NA	Prestw-999	CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1	NA	BRD-K28183345	proguanil
BRD-K35960502-001-04-4	niclosamide	INN	SA58547	NA	MicroSource Discovery Systems Inc.	NA	1503265	Oc1ccc(Cl)cc1C(=O)Nc1ccc(cc1Cl)[N+]([O-])=O	NA	BRD-K35960502	niclosamide
BRD-K38305202-001-01-8	domperidone	INN	SA58785	NA	MicroSource Discovery Systems Inc.	NA	2300212	Clc1ccc2n(C3CCN(CCCn4c5ccccc5[nH]c4=O)CC3)c(=O)[nH]c2c1	NA	BRD-K38305202	domperidone
BRD-K39733634-001-01-8	L 161982	to-be-curated	SA792904	NA	Tocris Bioscience	NA	2514	CCCCc1nn(-c2ccccc2C(F)(F)F)c(=O)n1Cc1ccc(cc1)-c1ccccc1S(=O)(=O)NC(=O)c1sccc1C	NA	BRD-K39733634	L-161982
BRD-K40656405-001-01-5	L-165,041	to-be-curated	SA792653	NA	Tocris Bioscience	NA	1856	CCCc1c(OCCCOc2ccc(OCC(O)=O)cc2)ccc(CC=O)c1O	NA	BRD-K40656405	L-165041
BRD-K32501161-001-01-7	vanoxerine	INN	SA82598	NA	Biomol International Inc.	NA	D-104	Fc1ccc(cc1)C(OCCN1CCN(CCCc2ccccc2)CC1)c1ccc(F)cc1	NA	BRD-K32501161	vanoxerine
BRD-K36864847-303-01-7	BD-1047	primary-common	SA792245	NA	Tocris Bioscience	NA	956	CN(C)CCN(C)CCc1ccc(Cl)c(Cl)c1	NA	BRD-K36864847	BD-1047
BRD-K12184470-300-01-8	flunarizine	common	SA792014	NA	Tocris Bioscience	NA	522	Fc1ccc(cc1)C(N1CCN(CC=Cc2ccccc2)CC1)c1ccc(F)cc1	NA	BRD-K12184470	flunarizine
BRD-K40255344-001-05-1	tyrphostin A9	primary-common	SA82361	NA	Biomol International Inc.	NA	EI-215	CC(C)(C)c1cc(C=C(C#N)C#N)cc(c1O)C(C)(C)C	NA	BRD-K40255344	tyrphostin-A9
BRD-K76723084-001-05-9	isotretinoin	INN	SA81917	NA	Biomol International Inc.	NA	GR102	CC(/C=C/C1=C(C)CCCC1(C)C)=C\C=C\C(C)=C/C(O)=O	NA	BRD-K76723084	isotretinoin
BRD-K14993104-001-03-4	bemegride	INN	SA83654	NA	Prestwick Chemical Inc.	NA	Prestw-882	CCC1(C)CC(=O)NC(=O)C1	NA	BRD-K14993104	bemegride
BRD-K37865504-001-01-7	LY-2183240	common	SA792863	NA	Tocris Bioscience	NA	2452	CN(C)C(=O)n1nnnc1Cc1ccc(cc1)-c1ccccc1	NA	BRD-K37865504	LY-2183240
BRD-K18619710-001-03-7	digoxigenin	primary-common	SA83657	NA	Prestwick Chemical Inc.	NA	Prestw-883	C[C@@]12[C@H](CC[C@]1(O)[C@@H]1CC[C@@H]3C[C@@H](O)CC[C@]3(C)[C@H]1C[C@H]2O)C1=CC(=O)OC1	NA	BRD-K18619710	digoxigenin
BRD-K33211335-337-03-7	dextromethorphan	INN	SA83256	NA	Prestwick Chemical Inc.	NA	Prestw-359	COc1ccc2C[C@H]3[C@H]4CCCC[C@@]4(CCN3C)c2c1	NA	BRD-K33211335	dextromethorphan
BRD-K39965020-001-02-6	doconexent	INN	SA81990	NA	Biomol International Inc.	NA	FA-002	CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCC(O)=O	NA	BRD-K39965020	doconexent
BRD-K25394294-001-04-0	oxaprozin	INN	SA58958	NA	MicroSource Discovery Systems Inc.	NA	1505267	OC(=O)CCc1nc(c(o1)-c1ccccc1)-c1ccccc1	NA	BRD-K25394294	oxaprozin
BRD-K02265150-001-04-2	amoxapine	INN	SA58947	NA	MicroSource Discovery Systems Inc.	NA	2300161	Clc1ccc2Oc3ccccc3N=C(N3CCNCC3)c2c1	NA	BRD-K02265150	amoxapine
BRD-K39188321-001-03-9	betamethasone	INN	SA83269	NA	Prestwick Chemical Inc.	NA	Prestw-362	C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO	NA	BRD-K39188321	betamethasone
BRD-K25906698-303-01-9	immepip	to-be-curated	SA792232	NA	Tocris Bioscience	NA	932	C(C1CCNCC1)c1c[nH]cn1	NA	BRD-K25906698	immepip
BRD-K23913458-001-02-5	coumarin	primary-common	SA59652	NA	MicroSource Discovery Systems Inc.	NA	1400208	O=c1ccc2ccccc2o1	NA	BRD-K23913458	coumarin
BRD-K39670393-303-01-3	amthamine	primary-common	SA792086	NA	Tocris Bioscience	NA	668	Cc1nc(N)sc1CCN	NA	BRD-K39670393	amthamine
BRD-K23922020-075-01-1	arecaidine propargyl ester	primary-common	SA791946	NA	Tocris Bioscience	NA	383	CN1CCC=C(C1)C(=O)OCC#C	NA	BRD-K23922020	arecaidine-propargyl-ester
BRD-K36638830-001-02-2	anabasine	primary-common	SA82885	NA	Prestwick Chemical Inc.	NA	Prestw-669	C1CC[C@@H](NC1)c1cccnc1	NA	BRD-K36638830	anabasine
BRD-K36258877-001-01-5	AZ-10417808	to-be-curated	SA792746	NA	Tocris Bioscience	NA	2172	[O-][N+](=O)c1cc(C(=O)NCC=C)c2nc(Nc3ccc(Cl)c(Cl)c3)[nH]c(=O)c2c1	NA	BRD-K36258877	AZ-10417808
BRD-K27871032-001-02-6	lysergol	primary-common	SA38493	NA	AnalytiCon Discovery GmbH	NA	NP-009925	CN1C[C@H](CO)C=C2[C@H]1Cc1c[nH]c3cccc2c13	NA	BRD-K27871032	lysergol
BRD-K76617868-001-02-2	fasudil	INN	SA62843	NA	LC Laboratories	NA	H-2330	O=S(=O)(N1CCCNCC1)c1cccc2cnccc12	NA	BRD-K76617868	fasudil
BRD-K34170797-001-01-1	fexaramine	to-be-curated	SA792923	NA	Tocris Bioscience	NA	2563	COC(=O)C=Cc1cccc(c1)N(Cc1ccc(cc1)-c1ccc(cc1)N(C)C)C(=O)C1CCCCC1	NA	BRD-K34170797	fexaramine
BRD-K32526544-001-01-2	DCEBIO	to-be-curated	SA792485	NA	Tocris Bioscience	NA	1422	CCn1c2cc(Cl)c(Cl)cc2[nH]c1=O	NA	BRD-K32526544	DCEBIO
BRD-K33864865-001-01-7	LY-225910	to-be-curated	SA792279	NA	Tocris Bioscience	NA	1018	CC(C)Oc1cccc(c1)-n1c(CCc2c[nH]c3ccc(Br)cc23)nc2ccccc2c1=O	NA	BRD-K33864865	LY-225910
BRD-K34034388-300-01-0	GBR 12783	to-be-curated	SA792010	NA	Tocris Bioscience	NA	513	C(CN1CCN(CC=Cc2ccccc2)CC1)OC(c1ccccc1)c1ccccc1	NA	BRD-K34034388	GBR-12783
BRD-K38903228-001-02-8	hesperidin	primary-common	SA82961	NA	Prestwick Chemical Inc.	NA	Prestw-400	COc1ccc(cc1O)[C@@H]1CC(=O)c2c(O)cc(O[C@@H]3O[C@H](CO[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)cc2O1	NA	BRD-K38903228	hesperidin
BRD-K36198571-001-01-2	WAY 170523	to-be-curated	SA792951	NA	Tocris Bioscience	NA	2633	Cc1cc(C)c(N(Cc2ccccc2)S(=O)(=O)c2ccc(OCCNC(=O)c3cc4ccccc4o3)cc2)c(c1)C(=O)NO	NA	BRD-K36198571	WAY-170523
BRD-K38323065-001-05-8	phenacetin	INN	SA83409	NA	Prestwick Chemical Inc.	NA	Prestw-533	CCOc1ccc(NC(C)=O)cc1	NA	BRD-K38323065	phenacetin
BRD-K32830106-003-11-3	guanfacine	INN	SA792286	NA	Tocris Bioscience	NA	1030	NC(=N)NC(=O)Cc1c(Cl)cccc1Cl	NA	BRD-K32830106	guanfacine
BRD-K35941380-001-01-7	methysergide	INN	SA82518	NA	Biomol International Inc.	NA	AC-577	CC[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2Cc3cn(C)c4cccc(C2=C1)c34	NA	BRD-K35941380	methysergide
BRD-K27499107-001-02-6	carbacyclin	to-be-curated	SA81978	NA	Biomol International Inc.	NA	PG035	CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)C[C@@H]2C\C(C[C@H]12)=C/CCCC(O)=O	NA	BRD-K27499107	carbacyclin
BRD-K38775274-001-02-3	dexamethasone	INN	SA82229	NA	Biomol International Inc.	NA	EI-126	C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO	NA	BRD-K38775274	dexamethasone
BRD-K31912990-003-01-0	CGP 71683	to-be-curated	SA792762	NA	Tocris Bioscience	NA	2199	Nc1nc(NCC2CCC(CNS(=O)(=O)c3cccc4ccccc34)CC2)nc2ccccc12	NA	BRD-K31912990	CGP-71683
BRD-K40887525-001-02-9	ritanserin	INN	SA58903	NA	MicroSource Discovery Systems Inc.	NA	1503421	Cc1nc2sccn2c(=O)c1CCN1CCC(CC1)=C(c1ccc(F)cc1)c1ccc(F)cc1	NA	BRD-K40887525	ritanserin
BRD-K46652470-001-02-6	nizatidine	INN	SA82902	NA	Prestwick Chemical Inc.	NA	Prestw-921	CN\C(NCCSCc1csc(CN(C)C)n1)=C\[N+]([O-])=O	NA	BRD-K46652470	nizatidine
BRD-K38756014-001-02-8	farnesylcysteine methyl ester	common	SA82043	NA	Biomol International Inc.	NA	G-201	COC(=O)[C@@H](N)CSC\C=C(/C)CC\C=C(/C)CCC=C(C)C	NA	BRD-K38756014	farnesylcysteine-methyl-ester
BRD-K42452249-001-01-7	EO-1428	primary-common	SA793008	NA	Tocris Bioscience	NA	2908	Cc1ccccc1C(=O)c1ccc(Nc2ccc(Br)cc2N)cc1Cl	NA	BRD-K42452249	EO-1428
BRD-K57033106-048-02-8	tripelannamine	INN	SA59576	NA	MicroSource Discovery Systems Inc.	NA	1500597	CN(C)CCN(Cc1ccccc1)c1ccccn1	NA	BRD-K57033106	tripelennamine
BRD-K38055836-001-03-9	etamivan	INN	SA83449	NA	Prestwick Chemical Inc.	NA	Prestw-500	CCN(CC)C(=O)c1ccc(O)c(OC)c1	NA	BRD-K38055836	etamivan
BRD-K40578143-001-01-8	GR 79236	to-be-curated	SA792671	NA	Tocris Bioscience	NA	1957	OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N[C@H]3CCC[C@@H]3O)ncnc12	NA	BRD-K40578143	GR-79236
BRD-K45117373-001-01-1	Y-26763	to-be-curated	SA792719	NA	Tocris Bioscience	NA	2076	CC(=O)N(O)[C@H]1[C@H](O)C(C)(C)Oc2ccc(cc12)C#N	NA	BRD-K45117373	Y-26763
BRD-K34092021-001-02-3	arvanil	primary-common	SA82165	NA	Biomol International Inc.	NA	VR101	CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)NCc1ccc(O)c(OC)c1	NA	BRD-K34092021	arvanil
BRD-K32164935-001-06-8	tolazamide	INN	SA82114	NA	Biomol International Inc.	NA	KC-135	Cc1ccc(cc1)S(=O)(=O)NC(=O)NN1CCCCCC1	NA	BRD-K32164935	tolazamide
BRD-K39339537-001-03-8	epirizole	INN	SA82904	NA	Prestwick Chemical Inc.	NA	Prestw-32	COc1cc(C)nn1-c1nc(C)cc(OC)n1	NA	BRD-K39339537	epirizole
BRD-K54142781-001-02-1	cirazoline	INN	SA82214	NA	Biomol International Inc.	NA	AC-136	C(Oc1ccccc1C1CC1)C1=NCCN1	NA	BRD-K54142781	cirazoline
BRD-K38477985-001-01-8	malonoben	to-be-curated	SA791993	NA	Tocris Bioscience	NA	479	CC(C)(C)c1cc(C=C(C#N)[N+]#[C-])cc(c1O)C(C)(C)C	NA	BRD-K38477985	malonoben
BRD-K57545991-050-03-3	enalapril	INN	SA59358	NA	MicroSource Discovery Systems Inc.	NA	1501214	CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O	NA	BRD-K57545991	enalapril
BRD-K28761384-003-03-6	zuclopenthixol	INN	SA83809	NA	Prestwick Chemical Inc.	NA	Prestw-998	OCCN1CCN(CC\C=C2\c3ccccc3Sc3ccc(Cl)cc23)CC1	NA	BRD-K28761384	zuclopenthixol
BRD-K43860855-065-03-6	iobenguane	primary-common	SA83354	NA	Prestwick Chemical Inc.	NA	Prestw-490	NC(=N)NCc1cccc(I)c1	NA	BRD-K43860855	iobenguane
BRD-K52721684-001-02-2	PCO-400	primary-common	SA82096	NA	Biomol International Inc.	NA	KC-131	CC1(C)Oc2ccc(cc2[C@@H](OC2=CC(=O)CC2)[C@@H]1O)C#N	NA	BRD-K52721684	PCO-400
BRD-K54704028-001-01-3	Bay 36-7620	to-be-curated	SA792896	NA	Tocris Bioscience	NA	2501	C=C1C[C@@H]2COC(=O)[C@]2(Cc2ccc3ccccc3c2)C1	NA	BRD-K54704028	BAY-36-7620
BRD-K41567364-001-01-2	SB-334,867	primary-common	SA792674	NA	Tocris Bioscience	NA	1960	Cc1nc2ccc(NC(=O)Nc3ccnc4cccnc34)cc2o1	NA	BRD-K41567364	SB-334867
BRD-K26573499-300-01-3	DMAB-anabaseine	to-be-curated	SA792776	NA	Tocris Bioscience	NA	2241	CN(C)c1ccc(cc1)\C=C1CCCN=C/1c1cccnc1	NA	BRD-K26573499	DMAB-anabaseine
BRD-K56515112-001-03-4	medrysone	INN	SA82793	NA	Prestwick Chemical Inc.	NA	Prestw-743	C[C@H]1C[C@H]2[C@@H]3CC[C@H](C(C)=O)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)CCC(=O)C=C12	NA	BRD-K56515112	medrysone
BRD-K37392901-003-01-7	NSC632839	common	SA792960	NA	Tocris Bioscience	NA	2647	Cc1ccc(C=C2CNCC(=Cc3ccc(C)cc3)C2=O)cc1	NA	BRD-K37392901	NSC-632839
BRD-K39187410-001-01-7	R(-)-2,10,11-trihydroxyaporphine	primary-common	SA82660	NA	Biomol International Inc.	NA	AC-830	CN1CCc2cc(O)cc-3c2[C@H]1Cc1ccc(O)c(O)c-31	NA	BRD-K39187410	BRD-K39187410
BRD-K44849676-001-03-0	capsazepine	common	SA82206	NA	Biomol International Inc.	NA	NK101	Oc1cc2CCCN(Cc2cc1O)C(=S)NCCc1ccc(Cl)cc1	NA	BRD-K44849676	capsazepine
BRD-K53318339-001-04-1	vinpocetine	INN	SA58841	NA	MicroSource Discovery Systems Inc.	NA	1503115	CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c([C@H]23)n1c1ccccc41	NA	BRD-K53318339	vinpocetine
BRD-K28680267-001-01-8	3-Carbomethoxy-beta-carboline	to-be-curated	SA82572	NA	Biomol International Inc.	NA	AC-977	COC(=O)c1cc2c(cn1)[nH]c1ccccc21	NA	BRD-K28680267	BRD-K28680267
BRD-K60476892-001-02-1	YC-1	primary-common	SA82225	NA	Biomol International Inc.	NA	CN-223	OCc1ccc(o1)-c1nn(Cc2ccccc2)c2ccccc12	NA	BRD-K60476892	YC-1
BRD-K21565985-001-04-3	xylazine	INN	SA59352	NA	MicroSource Discovery Systems Inc.	NA	1501200	Cc1cccc(C)c1NC1=NCCCS1	NA	BRD-K21565985	xylazine
BRD-K40901640-001-01-0	cinanserin	primary-common	SA82455	NA	Biomol International Inc.	NA	NS-102	CN(C)CCCSc1ccccc1NC(=O)\C=C\c1ccccc1	NA	BRD-K40901640	cinanserin
BRD-K49577446-001-03-1	flunisolide	INN	SA82926	NA	Prestwick Chemical Inc.	NA	Prestw-643	CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO	NA	BRD-K49577446	flunisolide
BRD-K49519092-303-01-4	immethridine	common	SA792813	NA	Tocris Bioscience	NA	2315	C(c1cnc[nH]1)c1ccncc1	NA	BRD-K49519092	immethridine
BRD-K50398167-236-02-9	meclofenamic acid	INN	SA58366	NA	MicroSource Discovery Systems Inc.	NA	1500377	Cc1ccc(Cl)c(Nc2ccccc2C(O)=O)c1Cl	NA	BRD-K50398167	meclofenamic-acid
BRD-K48692744-001-01-2	NU 1025	primary-common	SA792471	NA	Tocris Bioscience	NA	1401	Cc1nc2c(O)cccc2c(=O)[nH]1	NA	BRD-K48692744	NU-1025
BRD-K47943470-001-02-8	tyrphostin 51	primary-common	SA63269	NA	Calbiochem	NA	658410	NC(=C(C#N)C#N)C(\C#N)=C\c1cc(O)c(O)c(O)c1	NA	BRD-K47943470	tyrphostin-51
BRD-K28542495-003-03-6	benzydamine	INN	SA83045	NA	Prestwick Chemical Inc.	NA	Prestw-297	CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12	NA	BRD-K28542495	benzydamine
BRD-K57304726-003-03-6	PRE-084	to-be-curated	SA792045	NA	Tocris Bioscience	NA	589	O=C(OCCN1CCOCC1)C1(CCCCC1)c1ccccc1	NA	BRD-K57304726	PRE-084
BRD-K50388907-001-04-9	fenofibrate	INN	SA59311	NA	MicroSource Discovery Systems Inc.	NA	1501010	CC(C)OC(=O)C(C)(C)Oc1ccc(cc1)C(=O)c1ccc(Cl)cc1	NA	BRD-K50388907	fenofibrate
BRD-K43068349-001-01-9	AMG 9810	to-be-curated	SA792814	NA	Tocris Bioscience	NA	2316	CC(C)(C)c1ccc(C=CC(=O)Nc2ccc3OCCOc3c2)cc1	NA	BRD-K43068349	AMG-9810
BRD-K42500029-001-01-9	CGP 57380	common	SA792994	NA	Tocris Bioscience	NA	2731	Nc1ncnc2[nH]nc(Nc3ccc(F)cc3)c12	NA	BRD-K42500029	CGP-57380
BRD-K51751936-001-03-4	alfadolone acetate	primary-common	SA83684	NA	Prestwick Chemical Inc.	NA	Prestw-1001	CC(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C	NA	BRD-K51751936	alfadolone-acetate
BRD-K33818169-003-01-2	GW 3965	to-be-curated	SA792877	NA	Tocris Bioscience	NA	2474	OC(=O)Cc1cccc(OCCCN(CC(c2ccccc2)c2ccccc2)Cc2cccc(c2Cl)C(F)(F)F)c1	NA	BRD-K33818169	GW-3965
BRD-K45542189-048-04-9	diethylcarbamazine	INN	SA58270	NA	MicroSource Discovery Systems Inc.	NA	1500242	CCN(CC)C(=O)N1CCN(C)CC1	NA	BRD-K45542189	diethylcarbamazine
BRD-K52397688-001-01-9	amperozide	common	SA82507	NA	Biomol International Inc.	NA	AC-1367	CCNC(=O)N1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1	NA	BRD-K52397688	amperozide
BRD-K40530731-001-02-5	L-hyoscyamine	primary-common	SA82976	NA	Prestwick Chemical Inc.	NA	Prestw-233	CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)[C@H](CO)c1ccccc1	NA	BRD-K40530731	hyoscyamine
BRD-K46142322-003-01-6	RS 67333	to-be-curated	SA792259	NA	Tocris Bioscience	NA	989	CCCCN1CCC(CCC(=O)c2cc(Cl)c(N)cc2OC)CC1	NA	BRD-K46142322	RS-67333
BRD-K31542390-001-01-5	mycophenolic acid	INN	SA792518	NA	Tocris Bioscience	NA	1505	COc1c(C)c2COC(=O)c2c(O)c1CC=C(C)CCC(O)=O	NA	BRD-K31542390	mycophenolic-acid
BRD-K36965586-001-01-7	m-chlorophenylbiguanide	primary-common	SA82501	NA	Biomol International Inc.	NA	AC-557	NC(=N)NC(=N)Nc1cccc(Cl)c1	NA	BRD-K36965586	m-chlorophenylbiguanide
BRD-K48059230-003-01-1	YM 298198, Desmethyl-	to-be-curated	SA792860	NA	Tocris Bioscience	NA	2447	Cc1c(sc2nc3ccc(N)cc3n12)C(=O)NC1CCCCC1	NA	BRD-K48059230	YM-298198
BRD-K53523901-001-01-0	arctigenin	primary-common	SA38551	NA	AnalytiCon Discovery GmbH	NA	NP-010113	COc1cc(C[C@@H]2[C@@H](Cc3ccc(OC)c(OC)c3)COC2=O)ccc1O	NA	BRD-K53523901	arctigenin
BRD-K52989797-001-01-1	clomipramine	INN	SA82514	NA	Biomol International Inc.	NA	AC-572	CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc12	NA	BRD-K52989797	clomipramine
BRD-K59469039-001-04-9	AG-879	common	SA82170	NA	Biomol International Inc.	NA	EI-258	CC(C)(C)c1cc(cc(c1O)C(C)(C)C)\C=C(/C#N)C(N)=S	NA	BRD-K59469039	tyrphostin-AG-879
BRD-K37991163-050-05-1	paroxetine	INN	SA792733	NA	Tocris Bioscience	NA	2141	Fc1ccc(cc1)[C@@H]1CCNC[C@H]1COc1ccc2OCOc2c1	NA	BRD-K37991163	paroxetine
BRD-K23478508-001-03-7	digoxin	INN	SA82874	NA	Prestwick Chemical Inc.	NA	Prestw-437	C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]1[C@@H](O)C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3CC[C@@]4(C)[C@H](CC[C@@H]5[C@@H]4C[C@@H](O)[C@]4(C)[C@H](CC[C@]54O)C4=CC(=O)OC4)C3)O[C@@H]2C)O[C@@H]1C	NA	BRD-K23478508	digoxin
BRD-K53857191-001-04-5	risperidone	INN	SA82616	NA	Biomol International Inc.	NA	AC-758	Cc1nc2CCCCn2c(=O)c1CCN1CCC(CC1)c1noc2cc(F)ccc12	NA	BRD-K53857191	risperidone
BRD-K52662033-001-02-6	lidocaine	INN	SA82081	NA	Biomol International Inc.	NA	AC-128	CCN(CC)CC(=O)Nc1c(C)cccc1C	NA	BRD-K52662033	lidocaine
BRD-K45296539-003-01-0	ZD 7114	to-be-curated	SA792230	NA	Tocris Bioscience	NA	930	COCCNC(=O)COc1ccc(OCCNC[C@@H](O)COc2ccccc2)cc1	NA	BRD-K45296539	ZD-7114
BRD-K39356024-001-02-4	Pregnenolone 16a carbonitrile	to-be-curated	SA82243	NA	Biomol International Inc.	NA	S620	CC(=O)[C@H]1[C@@H](C[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C#N	NA	BRD-K39356024	pregnenolone
BRD-K43330982-001-01-5	JTE 013	to-be-curated	SA792837	NA	Tocris Bioscience	NA	2392	CC(C)c1cc(NNC(=O)Nc2cc(Cl)nc(Cl)c2)nc2n(C)nc(C)c12	NA	BRD-K43330982	JTE-013
BRD-K31843556-001-01-7	T-0070907	primary-common	SA792803	NA	Tocris Bioscience	NA	2301	[O-][N+](=O)c1ccc(Cl)c(c1)C(=O)Nc1ccncc1	NA	BRD-K31843556	T-0070907
BRD-K59037100-001-04-8	oxybenzone	INN	SA58418	NA	MicroSource Discovery Systems Inc.	NA	1500451	COc1ccc(C(=O)c2ccccc2)c(O)c1	NA	BRD-K59037100	oxybenzone
BRD-K34154330-003-04-9	tracazolate	INN	SA792548	NA	Tocris Bioscience	NA	1558	CCCCNc1c(C(=O)OCC)c(C)nc2n(CC)ncc12	NA	BRD-K34154330	tracazolate
BRD-K31920458-001-03-8	mestranol	INN	SA83475	NA	Prestwick Chemical Inc.	NA	Prestw-846	COc1ccc2[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]4(O)C#C)[C@@H]3CCc2c1	NA	BRD-K31920458	mestranol
BRD-K60640630-001-03-7	mometasone furoate	USAN	SA83463	NA	Prestwick Chemical Inc.	NA	Prestw-572	C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl	NA	BRD-K60640630	mometasone
BRD-K26429091-051-01-9	J 104129	to-be-curated	SA792900	NA	Tocris Bioscience	NA	2507	CC(C)=CCCN1CCC(CC1)NC(=O)[C@@](O)(C1CCCC1)c1ccccc1	NA	BRD-K26429091	J-104129
BRD-K44067360-001-06-3	flufenamic acid	INN	SA82071	NA	Biomol International Inc.	NA	AC-123	OC(=O)c1ccccc1Nc1cccc(c1)C(F)(F)F	NA	BRD-K44067360	flufenamic-acid
BRD-K34415467-003-04-9	trimethobenzamide	INN	SA59257	NA	MicroSource Discovery Systems Inc.	NA	1500594	COc1cc(cc(OC)c1OC)C(=O)NCc1ccc(OCCN(C)C)cc1	NA	BRD-K34415467	trimethobenzamide
BRD-K49111258-001-02-8	prazosin	INN	SA82319	NA	Biomol International Inc.	NA	AC-146	COc1cc2nc(nc(N)c2cc1OC)N1CCN(CC1)C(=O)c1ccco1	NA	BRD-K49111258	prazosin
BRD-K57569181-001-04-4	pentoxifylline	INN	SA59700	NA	MicroSource Discovery Systems Inc.	NA	1503611	CC(=O)CCCCn1c(=O)n(C)c2ncn(C)c2c1=O	NA	BRD-K57569181	pentoxifylline
BRD-K28936863-051-04-1	ketotifen	INN	SA59262	NA	MicroSource Discovery Systems Inc.	NA	1500668	CN1CCC(CC1)=C1c2ccsc2C(=O)Cc2ccccc12	NA	BRD-K28936863	ketotifen
